session_id,device_type,mouse_movement,touch_events,keyboard_events,click_events,scroll_events,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,device_motion,geolocation_city,ip_cluster,anomaly_score,label
session_2895,PC,7,4,7,9,18,26,1440x900,Safari,en-US,-2,portrait,1.85,Mumbai,ClusterB,0.396,0
session_2896,PC,4,2,8,4,1,13,360x640,Firefox,fr-FR,6,none,0.55,Chennai,ClusterC,0.126,0
session_2897,Mobile,3,2,6,7,8,19,360x640,Firefox,fr-FR,8,none,1.11,Chennai,ClusterC,0.291,0
session_2898,PC,3,8,4,8,18,200,1366x768,Safari,en-GB,-5,none,1.05,Kolkata,ClusterB,0.093,0
session_2899,PC,4,1,6,7,6,1,1440x900,Safari,fr-FR,1,portrait,1.26,Unknown,ClusterC,0.206,0
session_2900,Mobile,4,3,6,2,16,63,1440x900,Safari,en-US,12,landscape,1.7,Mumbai,ClusterB,0.539,0
session_2901,PC,3,0,5,6,14,164,1920x1080,Edge,en-GB,-9,none,0.95,Mumbai,ClusterA,0.267,0
session_2902,Mobile,4,2,9,1,0,44,360x640,Edge,hi-IN,13,landscape,0.73,Unknown,ClusterB,0.171,0
session_2903,PC,5,1,7,5,8,40,360x640,Chrome,hi-IN,1,portrait,1.4,Unknown,ClusterB,0.24,0
session_2904,PC,7,1,5,8,13,44,360x640,Firefox,hi-IN,12,none,1.01,Kolkata,ClusterB,0.185,0
session_2905,Mobile,6,4,4,6,0,80,1920x1080,Firefox,hi-IN,-12,none,0.0,Mumbai,ClusterA,0.139,0
session_2906,PC,7,2,4,4,13,52,414x896,Firefox,en-GB,11,none,1.56,Kolkata,ClusterB,0.254,0
session_2907,Mobile,7,2,12,6,11,3,360x640,Chrome,hi-IN,3,landscape,0.13,Mumbai,ClusterC,0.197,0
session_2908,Mobile,2,5,9,1,3,29,360x640,Chrome,en-US,-2,none,0.83,Chennai,ClusterB,0.22,0
session_2909,Mobile,3,2,7,5,11,5,360x640,Chrome,en-US,-12,none,0.56,Kolkata,ClusterA,0.259,0
session_2910,Mobile,5,4,9,4,1,49,1920x1080,Chrome,en-US,4,portrait,0.67,Chennai,ClusterA,0.869,1
session_2911,PC,11,1,9,9,1,140,1366x768,Safari,fr-FR,-1,none,2.03,Bangalore,ClusterC,0.403,0
session_2912,PC,8,5,4,1,3,475,1440x900,Firefox,en-GB,1,landscape,0.25,Delhi,ClusterB,0.082,0
session_2913,PC,5,3,3,9,19,28,1920x1080,Safari,en-GB,3,portrait,1.32,Delhi,ClusterB,0.218,0
session_2914,PC,3,3,6,4,7,54,1920x1080,Chrome,fr-FR,-12,portrait,1.93,Unknown,ClusterB,0.15,0
session_2915,Mobile,3,3,7,8,0,6,1920x1080,Firefox,fr-FR,-7,landscape,1.05,Chennai,ClusterC,0.65,0
session_2916,PC,3,0,6,1,10,168,360x640,Chrome,hi-IN,3,landscape,1.08,Delhi,ClusterA,0.707,0
session_2917,Mobile,6,2,6,7,2,15,360x640,Chrome,hi-IN,3,portrait,1.15,Kolkata,ClusterA,0.814,1
session_2918,PC,2,2,5,1,16,142,360x640,Firefox,en-US,-3,none,2.18,Delhi,ClusterA,0.414,0
session_2919,PC,4,7,7,6,4,5,414x896,Edge,hi-IN,-9,none,0.75,Mumbai,ClusterB,0.349,0
session_2920,PC,6,1,8,6,5,27,1366x768,Chrome,en-GB,-7,none,1.64,Unknown,ClusterB,0.199,0
session_2921,Mobile,6,1,5,6,8,12,360x640,Safari,fr-FR,-10,none,0.46,Chennai,ClusterB,0.204,0
session_2922,Mobile,5,7,9,4,3,135,1440x900,Firefox,hi-IN,-9,none,1.46,Mumbai,ClusterA,0.175,0
session_2923,PC,3,3,3,4,14,68,1366x768,Chrome,en-GB,-4,portrait,1.69,Mumbai,ClusterA,0.209,0
session_2924,Mobile,5,4,4,9,4,51,1366x768,Firefox,hi-IN,-2,portrait,2.19,Unknown,ClusterC,0.208,0
session_2925,PC,8,3,14,5,18,36,360x640,Chrome,en-US,1,portrait,1.09,Unknown,ClusterB,0.683,0
session_2926,Mobile,11,4,8,5,9,30,1440x900,Chrome,en-US,-7,none,0.7,Mumbai,ClusterC,0.259,0
session_2927,Mobile,3,3,2,9,19,13,1440x900,Edge,hi-IN,-11,portrait,0.55,Bangalore,ClusterC,0.184,0
session_2928,Mobile,10,2,5,9,10,25,360x640,Firefox,en-US,8,none,-0.11,Bangalore,ClusterC,0.391,0
session_2929,Mobile,8,5,6,5,8,12,414x896,Firefox,en-US,-6,none,1.48,Mumbai,ClusterB,0.135,0
session_2930,PC,5,5,10,3,13,11,414x896,Safari,en-GB,-7,portrait,1.42,Delhi,ClusterB,0.421,0
session_2931,Mobile,4,2,5,1,13,29,1920x1080,Chrome,en-GB,-8,none,1.58,Mumbai,ClusterC,0.037,0
session_2932,Mobile,3,7,11,5,13,25,1440x900,Safari,hi-IN,-1,landscape,0.2,Bangalore,ClusterC,0.542,0
session_2933,PC,2,3,10,7,14,22,360x640,Edge,en-GB,8,portrait,0.33,Unknown,ClusterA,0.592,0
session_2934,Mobile,6,2,6,7,13,2,414x896,Edge,hi-IN,-3,landscape,1.38,Delhi,ClusterC,0.483,0
session_2935,PC,6,2,6,2,14,8,1366x768,Edge,en-GB,4,portrait,-0.07,Unknown,ClusterA,0.359,0
session_2936,Mobile,3,2,4,6,6,29,414x896,Safari,en-GB,13,none,1.67,Mumbai,ClusterC,0.244,0
session_2937,PC,4,2,9,8,13,5,1366x768,Safari,hi-IN,4,portrait,1.22,Mumbai,ClusterA,0.221,0
session_2938,Mobile,4,5,3,1,14,47,1440x900,Safari,fr-FR,-5,landscape,0.7,Mumbai,ClusterA,0.144,0
session_2939,Mobile,5,4,6,8,3,17,414x896,Firefox,fr-FR,11,landscape,0.69,Unknown,ClusterC,0.636,0
session_2940,PC,5,3,10,6,4,8,1366x768,Edge,en-US,-12,portrait,0.3,Unknown,ClusterC,0.754,0
session_2941,PC,7,3,8,1,9,8,414x896,Firefox,en-GB,10,none,0.77,Chennai,ClusterB,0.616,0
session_2942,Mobile,4,2,6,2,5,173,360x640,Chrome,en-US,-5,landscape,0.83,Unknown,ClusterA,0.048,0
session_2943,PC,2,3,5,4,3,2,1920x1080,Chrome,en-US,1,none,1.12,Unknown,ClusterB,0.344,0
session_2944,PC,6,3,4,2,6,10,1440x900,Firefox,fr-FR,0,landscape,1.03,Kolkata,ClusterB,0.815,1
session_2945,Mobile,2,7,8,4,2,208,414x896,Edge,hi-IN,-4,portrait,1.26,Delhi,ClusterC,0.163,0
session_2946,Mobile,6,1,4,2,6,3,1440x900,Chrome,hi-IN,9,portrait,1.83,Chennai,ClusterB,0.507,0
session_2947,Mobile,5,1,4,9,1,98,1366x768,Edge,hi-IN,-8,none,1.11,Delhi,ClusterB,0.221,0
session_2948,Mobile,6,4,10,7,19,137,1440x900,Firefox,hi-IN,-4,none,0.99,Kolkata,ClusterA,0.24,0
session_2949,Mobile,7,2,7,3,9,34,1366x768,Firefox,en-GB,-7,none,0.72,Chennai,ClusterA,0.822,1
session_2950,Mobile,3,2,3,7,6,23,1440x900,Chrome,fr-FR,4,landscape,0.72,Unknown,ClusterB,0.277,0
session_2951,PC,9,4,6,3,9,19,1920x1080,Chrome,hi-IN,-4,portrait,1.22,Chennai,ClusterA,0.333,0
session_2952,Mobile,2,7,2,3,15,71,414x896,Edge,hi-IN,-10,landscape,0.45,Bangalore,ClusterB,0.398,0
session_2953,PC,5,1,12,9,9,48,414x896,Chrome,hi-IN,-8,none,1.23,Bangalore,ClusterA,0.499,0
session_2954,PC,3,4,10,3,9,80,360x640,Edge,fr-FR,12,portrait,1.16,Kolkata,ClusterC,0.277,0
session_2955,PC,4,2,8,7,3,227,414x896,Firefox,fr-FR,10,landscape,1.55,Bangalore,ClusterC,0.02,0
session_2956,PC,7,3,8,6,15,15,1366x768,Safari,en-GB,-3,none,1.15,Mumbai,ClusterB,0.608,0
session_2957,PC,5,4,6,4,12,52,1366x768,Edge,hi-IN,3,portrait,1.72,Mumbai,ClusterB,0.046,0
session_2958,Mobile,4,1,8,9,17,74,360x640,Firefox,en-US,-12,none,0.67,Unknown,ClusterB,0.597,0
session_2959,PC,3,5,7,4,13,40,1366x768,Edge,fr-FR,12,portrait,0.75,Chennai,ClusterC,0.086,0
session_2960,Mobile,5,3,7,1,19,93,414x896,Safari,hi-IN,3,none,1.99,Bangalore,ClusterB,0.155,0
session_2961,PC,4,2,8,3,7,32,1440x900,Safari,en-GB,3,none,1.22,Unknown,ClusterB,0.413,0
session_2962,PC,5,2,8,3,12,122,360x640,Chrome,hi-IN,13,landscape,1.5,Mumbai,ClusterA,0.466,0
session_2963,Mobile,3,1,6,6,9,59,1920x1080,Safari,en-GB,1,landscape,1.55,Mumbai,ClusterA,0.026,0
session_2964,PC,6,2,4,5,1,21,1366x768,Chrome,fr-FR,0,landscape,1.38,Bangalore,ClusterA,0.755,0
session_2965,PC,2,3,6,5,9,31,1440x900,Chrome,en-US,-6,none,0.39,Mumbai,ClusterA,0.115,0
session_2966,Mobile,6,3,9,8,6,36,414x896,Safari,en-GB,9,portrait,1.0,Chennai,ClusterC,0.362,0
session_2967,PC,3,2,8,3,0,14,414x896,Safari,en-US,-2,portrait,0.64,Chennai,ClusterB,0.218,0
session_2968,Mobile,5,4,4,6,16,1,1440x900,Firefox,hi-IN,11,landscape,1.44,Chennai,ClusterA,0.239,0
session_2969,PC,6,4,7,5,6,43,1920x1080,Safari,en-US,-4,none,0.57,Mumbai,ClusterA,0.418,0
session_2970,PC,5,0,5,5,1,39,1920x1080,Firefox,fr-FR,9,none,0.74,Bangalore,ClusterA,0.444,0
session_2971,Mobile,4,3,9,2,9,5,1920x1080,Safari,en-US,5,landscape,0.4,Unknown,ClusterA,0.18,0
session_2972,Mobile,3,0,7,5,1,94,360x640,Safari,en-US,12,portrait,1.0,Kolkata,ClusterC,0.224,0
session_2973,PC,6,3,5,4,18,92,1920x1080,Chrome,en-US,14,portrait,1.45,Unknown,ClusterB,0.135,0
session_2974,Mobile,2,1,6,5,11,33,1366x768,Chrome,fr-FR,7,portrait,1.23,Chennai,ClusterB,0.608,0
session_2975,Mobile,4,3,6,3,18,10,1920x1080,Chrome,fr-FR,1,portrait,0.87,Bangalore,ClusterC,0.45,0
session_2976,PC,5,5,7,3,16,12,414x896,Safari,fr-FR,12,none,-0.54,Bangalore,ClusterA,0.161,0
session_2977,Mobile,4,4,9,9,5,50,1440x900,Safari,hi-IN,1,portrait,1.28,Bangalore,ClusterC,0.382,0
session_2978,PC,6,4,8,9,7,27,360x640,Edge,en-GB,0,landscape,1.3,Unknown,ClusterC,0.357,0
session_2979,Mobile,3,0,7,9,19,89,414x896,Edge,fr-FR,11,portrait,1.83,Chennai,ClusterC,0.254,0
session_2980,Mobile,2,5,6,6,1,0,1920x1080,Edge,fr-FR,-10,landscape,1.14,Unknown,ClusterB,0.32,0
session_2981,PC,7,2,6,9,4,8,1366x768,Chrome,en-US,9,portrait,1.78,Chennai,ClusterA,0.982,1
session_2982,PC,6,5,5,5,9,3,1440x900,Firefox,hi-IN,-3,none,1.98,Delhi,ClusterA,0.314,0
session_2983,Mobile,3,4,3,1,14,198,414x896,Safari,fr-FR,-4,landscape,1.53,Chennai,ClusterB,0.595,0
session_2984,Mobile,5,4,7,4,17,374,1920x1080,Firefox,hi-IN,-11,portrait,0.58,Unknown,ClusterA,0.091,0
session_2985,Mobile,4,3,8,1,6,68,1440x900,Firefox,en-GB,-10,landscape,0.6,Kolkata,ClusterC,0.392,0
session_2986,PC,6,6,6,3,16,81,1920x1080,Safari,hi-IN,-1,none,1.14,Delhi,ClusterC,0.224,0
session_2987,PC,9,6,9,7,9,96,360x640,Safari,en-GB,-6,none,0.3,Chennai,ClusterC,0.099,0
session_2988,PC,6,1,7,7,0,7,360x640,Chrome,en-US,13,none,0.03,Bangalore,ClusterB,0.503,0
session_2989,PC,5,3,4,7,12,40,1920x1080,Safari,en-GB,-4,portrait,1.52,Unknown,ClusterB,0.14,0
session_2990,PC,11,3,3,5,14,11,1440x900,Safari,fr-FR,4,portrait,2.52,Unknown,ClusterC,0.32,0
session_2991,Mobile,2,3,3,8,14,18,1920x1080,Edge,fr-FR,6,landscape,0.11,Delhi,ClusterC,0.363,0
session_2992,PC,4,3,9,8,19,146,360x640,Firefox,hi-IN,1,portrait,1.45,Delhi,ClusterA,0.075,0
session_2993,PC,11,3,9,9,1,41,1920x1080,Safari,hi-IN,4,none,0.53,Unknown,ClusterA,0.156,0
session_2994,Mobile,6,1,8,6,5,40,1920x1080,Edge,en-US,0,portrait,1.0,Bangalore,ClusterB,0.443,0
session_2995,PC,3,3,2,7,8,46,1366x768,Safari,en-US,13,none,0.88,Mumbai,ClusterA,0.465,0
session_2996,Mobile,2,4,3,4,12,54,1440x900,Chrome,en-US,-12,none,0.9,Kolkata,ClusterA,0.186,0
session_2997,Mobile,4,2,6,9,16,15,360x640,Chrome,hi-IN,-2,portrait,1.74,Bangalore,ClusterB,0.114,0
session_2998,Mobile,8,2,9,2,15,124,1440x900,Edge,hi-IN,-2,portrait,0.93,Delhi,ClusterA,0.242,0
session_2999,PC,6,2,6,3,11,83,1920x1080,Safari,en-GB,-8,landscape,0.12,Delhi,ClusterB,0.101,0
session_3000,Mobile,10,6,2,9,12,52,360x640,Firefox,en-US,1,none,1.28,Kolkata,ClusterC,0.522,0
session_3001,Mobile,6,3,5,2,9,87,1366x768,Firefox,en-US,-8,none,1.06,Kolkata,ClusterA,0.203,0
session_3002,PC,5,2,6,8,1,17,1366x768,Firefox,en-US,-11,landscape,0.7,Kolkata,ClusterB,0.125,0
session_3003,PC,4,3,3,8,9,140,1440x900,Chrome,en-GB,10,none,0.48,Mumbai,ClusterB,0.278,0
session_3004,Mobile,6,2,4,7,1,191,360x640,Chrome,en-US,1,none,1.36,Mumbai,ClusterC,0.463,0
session_3005,PC,7,4,8,8,11,1,1920x1080,Edge,fr-FR,14,portrait,2.0,Chennai,ClusterA,0.186,0
session_3006,PC,5,2,11,5,11,1,1366x768,Firefox,en-US,11,portrait,1.21,Delhi,ClusterC,0.069,0
session_3007,Mobile,7,1,6,2,17,110,1920x1080,Chrome,en-GB,12,none,0.78,Delhi,ClusterB,0.566,0
session_3008,PC,8,1,12,3,3,40,1440x900,Edge,hi-IN,13,none,0.43,Delhi,ClusterC,0.178,0
session_3009,Mobile,6,3,9,3,9,57,1366x768,Firefox,en-US,-2,landscape,1.49,Mumbai,ClusterA,0.195,0
session_3010,PC,11,0,5,6,2,5,1440x900,Edge,en-GB,13,portrait,1.12,Kolkata,ClusterB,0.311,0
session_3011,PC,8,2,7,8,14,8,1920x1080,Edge,fr-FR,0,landscape,1.5,Mumbai,ClusterB,0.322,0
session_3012,Mobile,3,0,6,9,7,10,1440x900,Firefox,en-US,3,landscape,1.29,Unknown,ClusterC,0.197,0
session_3013,Mobile,6,5,4,7,4,9,360x640,Edge,en-US,-6,none,0.91,Delhi,ClusterA,0.253,0
session_3014,PC,6,4,7,5,15,12,360x640,Safari,hi-IN,6,none,2.07,Delhi,ClusterA,0.027,0
session_3015,PC,5,4,4,1,19,24,1366x768,Firefox,fr-FR,0,landscape,0.7,Chennai,ClusterC,0.487,0
session_3016,Mobile,6,5,9,1,13,151,1440x900,Safari,en-GB,12,portrait,1.12,Mumbai,ClusterB,0.182,0
session_3017,PC,7,2,5,9,1,196,360x640,Safari,fr-FR,14,landscape,1.57,Bangalore,ClusterB,0.411,0
session_3018,PC,2,3,8,2,16,13,1366x768,Chrome,hi-IN,6,landscape,-0.61,Delhi,ClusterB,0.322,0
session_3019,Mobile,2,3,5,5,11,57,1440x900,Safari,en-GB,-9,landscape,0.97,Mumbai,ClusterA,0.334,0
session_3020,Mobile,5,2,9,2,10,7,1440x900,Firefox,hi-IN,4,portrait,1.33,Mumbai,ClusterC,0.522,0
session_3021,Mobile,5,2,6,9,0,89,414x896,Safari,fr-FR,0,none,0.92,Kolkata,ClusterA,0.222,0
session_3022,PC,1,5,7,7,1,41,1366x768,Chrome,en-GB,-3,landscape,0.9,Chennai,ClusterB,0.979,1
session_3023,Mobile,6,1,9,4,9,1,1920x1080,Safari,hi-IN,8,portrait,1.42,Kolkata,ClusterB,0.384,0
session_3024,PC,5,2,5,7,1,188,1920x1080,Firefox,en-US,9,none,1.69,Bangalore,ClusterC,0.133,0
session_3025,Mobile,3,2,5,4,12,101,1366x768,Safari,en-GB,-10,portrait,0.61,Unknown,ClusterB,0.094,0
session_3026,Mobile,8,4,9,5,6,26,360x640,Chrome,en-GB,12,none,0.38,Delhi,ClusterA,0.569,0
session_3027,Mobile,4,4,8,7,15,62,1366x768,Chrome,en-US,-2,portrait,1.22,Unknown,ClusterB,0.558,0
session_3028,PC,5,3,10,9,1,168,1440x900,Firefox,hi-IN,6,landscape,1.32,Kolkata,ClusterC,0.223,0
session_3029,Mobile,8,1,8,4,19,100,414x896,Firefox,en-GB,13,portrait,0.61,Unknown,ClusterC,0.545,0
session_3030,Mobile,5,7,4,2,12,63,1366x768,Safari,hi-IN,-8,landscape,0.48,Chennai,ClusterA,0.654,0
session_3031,PC,6,1,3,4,18,22,1366x768,Chrome,en-US,5,landscape,1.1,Mumbai,ClusterA,0.347,0
session_3032,PC,3,4,6,1,3,137,1920x1080,Edge,fr-FR,-3,portrait,0.37,Delhi,ClusterB,0.137,0
session_3033,Mobile,5,3,9,4,12,4,1920x1080,Chrome,en-US,-9,landscape,1.5,Unknown,ClusterB,0.682,0
session_3034,PC,2,1,6,6,8,39,360x640,Safari,en-US,1,none,0.59,Chennai,ClusterC,0.136,0
session_3035,Mobile,4,2,8,5,18,19,1920x1080,Chrome,hi-IN,-9,none,0.47,Kolkata,ClusterB,0.397,0
session_3036,Mobile,3,4,10,5,5,45,1440x900,Chrome,en-US,4,none,1.06,Bangalore,ClusterA,0.137,0
session_3037,Mobile,4,5,6,8,11,119,360x640,Safari,hi-IN,7,portrait,0.72,Unknown,ClusterC,0.314,0
session_3038,Mobile,8,2,4,1,14,139,1920x1080,Edge,fr-FR,8,portrait,1.14,Chennai,ClusterA,0.509,0
session_3039,PC,3,2,8,4,4,6,1440x900,Safari,fr-FR,9,portrait,0.61,Bangalore,ClusterB,0.811,0
session_3040,PC,3,3,8,3,5,216,360x640,Edge,en-US,-9,none,0.55,Bangalore,ClusterA,0.232,0
session_3041,PC,8,2,7,4,11,88,1366x768,Safari,en-GB,7,landscape,1.02,Mumbai,ClusterC,0.196,0
session_3042,Mobile,6,3,6,3,15,14,1440x900,Safari,fr-FR,-4,landscape,1.25,Kolkata,ClusterB,0.424,0
session_3043,Mobile,4,2,8,7,7,59,1366x768,Safari,hi-IN,13,none,1.14,Unknown,ClusterC,0.497,0
session_3044,Mobile,4,2,2,4,10,36,1440x900,Edge,en-US,-3,none,1.09,Mumbai,ClusterA,0.767,0
session_3045,PC,4,5,7,9,9,6,360x640,Firefox,hi-IN,-6,portrait,0.73,Delhi,ClusterB,0.034,0
session_3046,Mobile,3,3,10,2,10,14,1920x1080,Chrome,hi-IN,-8,landscape,0.34,Bangalore,ClusterB,0.108,0
session_3047,Mobile,4,2,8,4,1,4,1440x900,Chrome,en-US,-12,landscape,1.15,Delhi,ClusterC,0.405,0
session_3048,Mobile,6,4,14,4,0,59,1440x900,Safari,en-GB,7,landscape,0.94,Chennai,ClusterC,0.11,0
session_3049,PC,3,3,8,6,11,54,1366x768,Firefox,fr-FR,-10,none,0.99,Mumbai,ClusterA,0.802,1
session_3050,PC,10,1,3,5,13,23,1920x1080,Chrome,en-GB,-7,portrait,0.72,Kolkata,ClusterC,0.285,0
session_3051,PC,8,5,5,4,18,28,360x640,Firefox,hi-IN,3,none,1.21,Chennai,ClusterB,0.114,0
session_3052,PC,5,1,6,4,1,19,414x896,Edge,fr-FR,10,none,0.43,Bangalore,ClusterC,0.447,0
session_3053,PC,3,0,4,2,13,91,414x896,Firefox,hi-IN,7,portrait,1.12,Bangalore,ClusterC,0.079,0
session_3054,Mobile,6,4,6,2,16,3,360x640,Firefox,fr-FR,-8,portrait,0.76,Mumbai,ClusterA,0.563,0
session_3055,Mobile,5,1,7,4,11,2,360x640,Edge,en-US,9,landscape,0.8,Delhi,ClusterA,0.069,0
session_3056,PC,3,2,5,9,3,24,360x640,Edge,en-US,13,portrait,1.43,Bangalore,ClusterB,0.283,0
session_3057,PC,7,4,9,4,16,91,1366x768,Firefox,fr-FR,-2,portrait,2.16,Kolkata,ClusterC,0.432,0
session_3058,PC,10,2,3,9,6,13,1920x1080,Chrome,fr-FR,-6,portrait,1.15,Kolkata,ClusterB,0.266,0
session_3059,PC,5,3,8,4,2,49,1366x768,Safari,en-GB,11,landscape,1.55,Kolkata,ClusterC,0.344,0
session_3060,Mobile,9,4,9,2,3,163,1440x900,Edge,en-US,9,none,1.79,Bangalore,ClusterC,0.346,0
session_3061,PC,5,1,10,8,4,1,360x640,Chrome,fr-FR,1,landscape,0.81,Delhi,ClusterB,0.082,0
session_3062,Mobile,2,5,10,6,0,11,360x640,Edge,hi-IN,13,portrait,0.2,Delhi,ClusterA,0.503,0
session_3063,Mobile,3,2,1,3,8,97,360x640,Chrome,hi-IN,-3,landscape,1.13,Mumbai,ClusterB,0.372,0
session_3064,Mobile,5,6,7,6,3,152,1366x768,Firefox,hi-IN,13,none,1.35,Kolkata,ClusterB,0.086,0
session_3065,PC,5,4,8,5,1,32,360x640,Firefox,en-GB,-8,portrait,0.03,Chennai,ClusterB,0.029,0
session_3066,PC,4,5,13,4,8,109,414x896,Firefox,hi-IN,14,none,1.29,Bangalore,ClusterB,0.081,0
session_3067,Mobile,4,5,8,4,11,135,414x896,Firefox,fr-FR,-5,landscape,0.77,Delhi,ClusterA,0.495,0
session_3068,Mobile,10,0,5,8,6,90,1920x1080,Safari,hi-IN,12,portrait,-0.12,Kolkata,ClusterB,0.111,0
session_3069,PC,5,4,2,6,5,124,360x640,Edge,en-GB,-2,landscape,0.59,Unknown,ClusterA,0.487,0
session_3070,PC,2,2,9,1,13,248,1366x768,Chrome,hi-IN,-9,none,1.33,Bangalore,ClusterC,0.21,0
session_3071,PC,6,3,6,1,3,46,1440x900,Chrome,en-US,-9,none,1.41,Kolkata,ClusterA,0.179,0
session_3072,PC,2,1,6,3,4,44,360x640,Edge,en-US,-5,portrait,0.66,Delhi,ClusterC,0.25,0
session_3073,Mobile,6,2,10,9,14,18,1366x768,Safari,en-US,2,none,1.54,Mumbai,ClusterB,0.23,0
session_3074,Mobile,6,4,5,3,11,55,1920x1080,Firefox,fr-FR,-8,landscape,0.43,Bangalore,ClusterA,0.548,0
session_3075,Mobile,4,6,8,4,4,36,1366x768,Chrome,en-US,8,portrait,0.72,Mumbai,ClusterB,0.408,0
session_3076,Mobile,5,5,6,9,6,39,1366x768,Safari,en-US,-4,none,1.09,Kolkata,ClusterC,0.397,0
session_3077,Mobile,3,2,8,1,16,11,1366x768,Safari,fr-FR,6,none,1.15,Delhi,ClusterA,0.292,0
session_3078,Mobile,6,4,5,8,15,63,414x896,Edge,fr-FR,1,portrait,0.88,Kolkata,ClusterB,0.269,0
session_3079,PC,8,2,6,8,19,58,1440x900,Safari,hi-IN,10,portrait,1.02,Mumbai,ClusterA,0.447,0
session_3080,Mobile,7,3,8,5,9,35,1366x768,Firefox,hi-IN,14,portrait,1.01,Bangalore,ClusterA,0.343,0
session_3081,PC,4,3,4,6,13,7,1440x900,Safari,en-US,-8,portrait,0.35,Bangalore,ClusterB,0.325,0
session_3082,PC,3,5,19,7,12,7,1366x768,Firefox,en-US,12,landscape,1.08,Chennai,ClusterB,0.049,0
session_3083,Mobile,5,0,10,6,5,40,360x640,Safari,fr-FR,-11,none,1.15,Bangalore,ClusterB,0.496,0
session_3084,PC,6,0,5,2,16,33,1366x768,Chrome,en-US,11,none,0.72,Chennai,ClusterC,0.08,0
session_3085,Mobile,6,5,5,5,13,8,1920x1080,Safari,fr-FR,1,none,0.79,Unknown,ClusterC,0.133,0
session_3086,PC,0,2,9,5,0,47,414x896,Safari,en-GB,-3,portrait,1.35,Mumbai,ClusterC,0.124,0
session_3087,Mobile,2,5,5,5,2,92,1920x1080,Firefox,fr-FR,0,landscape,-0.04,Bangalore,ClusterB,0.329,0
session_3088,Mobile,8,4,6,9,19,51,1366x768,Firefox,en-US,-10,portrait,0.09,Delhi,ClusterA,0.369,0
session_3089,PC,5,1,11,6,5,1,360x640,Chrome,en-US,6,none,1.16,Delhi,ClusterA,0.295,0
session_3090,Mobile,6,0,11,2,14,8,1920x1080,Chrome,en-GB,7,none,1.09,Mumbai,ClusterA,0.141,0
session_3091,PC,5,3,8,3,0,5,1920x1080,Safari,fr-FR,7,none,1.5,Kolkata,ClusterC,0.17,0
session_3092,PC,10,4,7,3,5,60,360x640,Firefox,hi-IN,10,none,1.35,Chennai,ClusterC,0.387,0
session_3093,Mobile,3,8,4,5,17,3,1366x768,Edge,hi-IN,-4,none,1.08,Chennai,ClusterB,0.997,1
session_3094,PC,9,3,6,6,7,0,1920x1080,Safari,hi-IN,4,portrait,0.28,Mumbai,ClusterB,0.178,0
session_3095,PC,9,0,3,4,19,55,1366x768,Chrome,fr-FR,-3,none,0.57,Mumbai,ClusterC,0.579,0
session_3096,Mobile,13,3,8,3,14,17,1440x900,Chrome,en-US,-1,landscape,1.46,Mumbai,ClusterB,0.039,0
session_3097,Mobile,4,2,6,4,3,4,360x640,Edge,hi-IN,14,portrait,0.43,Unknown,ClusterB,0.046,0
session_3098,PC,5,1,9,8,9,62,1440x900,Chrome,en-US,6,portrait,1.26,Bangalore,ClusterC,0.255,0
session_3099,PC,5,4,9,3,14,45,414x896,Firefox,en-GB,14,landscape,1.33,Chennai,ClusterB,0.292,0
session_3100,Mobile,1,6,7,1,15,44,414x896,Firefox,en-US,13,portrait,0.99,Mumbai,ClusterC,0.389,0
session_3101,PC,3,2,9,6,12,19,414x896,Chrome,fr-FR,10,portrait,1.71,Chennai,ClusterA,0.184,0
session_3102,PC,3,0,12,9,3,83,1366x768,Edge,hi-IN,-8,landscape,1.02,Mumbai,ClusterA,0.166,0
session_3103,Mobile,4,7,6,1,8,22,414x896,Firefox,en-US,5,landscape,0.61,Unknown,ClusterA,0.115,0
session_3104,PC,5,4,5,7,11,105,1920x1080,Firefox,fr-FR,7,none,1.48,Delhi,ClusterB,0.825,0
session_3105,PC,6,5,7,6,11,71,414x896,Edge,fr-FR,4,portrait,1.25,Kolkata,ClusterC,0.274,0
session_3106,PC,3,3,5,3,8,20,414x896,Chrome,en-US,2,portrait,0.44,Mumbai,ClusterA,0.429,0
session_3107,PC,4,4,4,9,1,20,1440x900,Chrome,en-US,10,landscape,0.33,Chennai,ClusterC,0.102,0
session_3108,PC,5,4,4,1,7,195,360x640,Safari,en-US,4,none,0.92,Bangalore,ClusterA,0.399,0
session_3109,Mobile,8,9,3,7,2,199,1920x1080,Firefox,hi-IN,4,none,0.92,Kolkata,ClusterB,0.077,0
session_3110,PC,5,5,5,4,18,136,1920x1080,Chrome,en-US,-12,landscape,0.89,Unknown,ClusterC,0.276,0
session_3111,Mobile,4,1,4,6,18,108,1366x768,Safari,en-US,-8,none,0.62,Unknown,ClusterC,0.16,0
session_3112,PC,6,1,9,1,7,43,360x640,Firefox,fr-FR,8,portrait,1.4,Chennai,ClusterB,0.19,0
session_3113,PC,5,3,11,7,19,78,1440x900,Edge,fr-FR,-2,none,1.17,Bangalore,ClusterA,0.57,0
session_3114,PC,3,4,9,6,6,74,1366x768,Firefox,fr-FR,-1,landscape,1.06,Bangalore,ClusterA,0.414,0
session_3115,Mobile,4,0,12,8,19,108,1920x1080,Edge,fr-FR,6,none,1.2,Bangalore,ClusterA,0.218,0
